225	238	18	北京仓库01	其它	销售订单	XSDD00000000373	589	散养柴鸡500天走地鸡	200.0	55.0	11000.0	1000.0	老母鸡	精选肉类	78	客户2	客户	2019-12-22 22:03:42
227	239	18	北京仓库01	出库	销售	XSCK00000000375	589	散养柴鸡500天走地鸡	2990.0	55.0	164450.0	1000.0	老母鸡	精选肉类	78	客户2	客户	2019-12-22 22:11:13
228	240	18	北京仓库01	出库	其它	QTCK00000000376	589	散养柴鸡500天走地鸡	4.0	55.0	220.0	1000.0	老母鸡	精选肉类	78	客户2	客户	2019-12-22 22:14:14
230	241	18	北京仓库01	出库	零售	LSCK00000000377	589	散养柴鸡500天走地鸡	6.0	80.0	480.0	1000.0	老母鸡	精选肉类	79	女神2号	会员	2019-12-22 22:16:21
231	242	18	北京仓库01	入库	零售退货	LSTH00000000378	589	散养柴鸡500天走地鸡	4.0	80.0	320.0	1000.0	老母鸡	精选肉类	79	女神2号	会员	2019-12-22 22:17:10
232	243	17	上海仓库02	其它	采购订单	CGDD00000000379	587	智利进口冷冻三文鱼	1000.0	80.0	80000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-23 11:17:43
233	244	17	上海仓库02	入库	采购	CGRK00000000380	587	智利进口冷冻三文鱼	1000.0	80.0	80000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-23 11:18:08
234	245	17	上海仓库02	其它	采购订单	CGDD00000000382	587	智利进口冷冻三文鱼	200.0	80.0	16000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:04:40
234	246	18	北京仓库01	其它	采购订单	CGDD00000000382	587	智利进口冷冻三文鱼	300.0	80.0	24000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:04:40
234	247	19	广州仓库01	其它	采购订单	CGDD00000000382	587	智利进口冷冻三文鱼	500.0	80.0	40000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:04:40
235	248	17	上海仓库02	入库	采购	CGRK00000000384	587	智利进口冷冻三文鱼	200.0	80.0	16000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:05:05
235	249	18	北京仓库01	入库	采购	CGRK00000000384	587	智利进口冷冻三文鱼	300.0	80.0	24000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:05:05
235	250	19	广州仓库01	入库	采购	CGRK00000000384	587	智利进口冷冻三文鱼	500.0	80.0	40000.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 12:05:05
236	251	17	上海仓库02	其它	销售订单	XSDD00000000385	587	智利进口冷冻三文鱼	100.0	140.0	14000.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:22
236	252	18	北京仓库01	其它	销售订单	XSDD00000000385	587	智利进口冷冻三文鱼	90.0	140.0	12600.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:22
236	253	19	广州仓库01	其它	销售订单	XSDD00000000385	587	智利进口冷冻三文鱼	400.0	140.0	56000.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:22
237	254	17	上海仓库02	出库	销售	XSCK00000000386	587	智利进口冷冻三文鱼	100.0	140.0	14000.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:43
237	255	18	北京仓库01	出库	销售	XSCK00000000386	587	智利进口冷冻三文鱼	90.0	140.0	12600.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:43
237	256	19	广州仓库01	出库	销售	XSCK00000000386	587	智利进口冷冻三文鱼	400.0	140.0	56000.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 12:10:43
240	257	18	北京仓库01	出库	销售	XSCK00000000387	589	散养柴鸡500天走地鸡	1.0	55.0	55.0	1000.0	老母鸡	精选肉类	78	客户2	客户	2019-12-25 13:05:53
241	258	17	上海仓库02	出库	采购退货	CGTH00000000389	587	智利进口冷冻三文鱼	99.0	140.0	13860.0	2000.0	鱼类	海鲜水产	74	供应商1	供应商	2019-12-25 13:34:38
242	259	17	上海仓库02	入库	销售退货	XSTH00000000390	587	智利进口冷冻三文鱼	100.0	80.0	8000.0	2000.0	鱼类	海鲜水产	75	客户1	客户	2019-12-25 13:35:17
244	260	17	上海仓库02	其它	采购订单	CGDD00000000398	590	WECOOK味库 超大阿根廷红虾	999.0	80.0	79920.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 09:14:23
244	261	18	北京仓库01	其它	采购订单	CGDD00000000398	589	散养柴鸡500天走地鸡	998.0	30.0	29940.0	1000.0	老母鸡	精选肉类	74	供应商1	供应商	2019-12-28 09:14:23
244	262	19	广州仓库01	其它	采购订单	CGDD00000000398	586	新疆阿克苏苹果	997.0	8.0	7976.0	100.0	热销水果	新鲜水果	74	供应商1	供应商	2019-12-28 09:14:23
244	263	17	上海仓库02	其它	采购订单	CGDD00000000398	588	澳洲西冷牛排套餐	1000.0	48.0	48000.0	100.0	牛肉	精选肉类	74	供应商1	供应商	2019-12-28 09:14:23
244	264	19	广州仓库01	其它	采购订单	CGDD00000000398	588	澳洲西冷牛排套餐	500.0	48.0	24000.0	100.0	牛肉	精选肉类	74	供应商1	供应商	2019-12-28 09:14:23
245	265	17	上海仓库02	入库	采购	CGRK00000000399	590	WECOOK味库 超大阿根廷红虾	999.0	80.0	79920.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 09:14:38
245	266	18	北京仓库01	入库	采购	CGRK00000000399	589	散养柴鸡500天走地鸡	998.0	30.0	29940.0	1000.0	老母鸡	精选肉类	74	供应商1	供应商	2019-12-28 09:14:38
245	267	19	广州仓库01	入库	采购	CGRK00000000399	586	新疆阿克苏苹果	997.0	8.0	7976.0	100.0	热销水果	新鲜水果	74	供应商1	供应商	2019-12-28 09:14:38
245	268	17	上海仓库02	入库	采购	CGRK00000000399	588	澳洲西冷牛排套餐	1000.0	48.0	48000.0	100.0	牛肉	精选肉类	74	供应商1	供应商	2019-12-28 09:14:38
245	269	19	广州仓库01	入库	采购	CGRK00000000399	588	澳洲西冷牛排套餐	500.0	48.0	24000.0	100.0	牛肉	精选肉类	74	供应商1	供应商	2019-12-28 09:14:38
246	270	16	上海仓库01	其它	采购订单	CGDD00000000401	590	WECOOK味库 超大阿根廷红虾	100.0	80.0	8000.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 23:09:30
246	271	18	北京仓库01	其它	采购订单	CGDD00000000401	590	WECOOK味库 超大阿根廷红虾	200.0	80.0	16000.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 23:09:30
247	272	16	上海仓库01	入库	采购	CGRK00000000402	590	WECOOK味库 超大阿根廷红虾	100.0	80.0	8000.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 23:09:57
247	273	18	北京仓库01	入库	采购	CGRK00000000402	590	WECOOK味库 超大阿根廷红虾	200.0	80.0	16000.0	1000.0	虾类	海鲜水产	74	供应商1	供应商	2019-12-28 23:09:57
248	274	16	上海仓库01	其它	采购订单	CGDD00000000403	588	澳洲西冷牛排套餐	100.0	48.0	4800.0	100.0	牛肉	精选肉类	77	供应商2	供应商	2019-12-29 10:12:38
248	275	19	广州仓库01	其它	采购订单	CGDD00000000403	588	澳洲西冷牛排套餐	5000.0	48.0	240000.0	100.0	牛肉	精选肉类	77	供应商2	供应商	2019-12-29 10:12:38
249	276	16	上海仓库01	入库	采购	CGRK00000000404	588	澳洲西冷牛排套餐	100.0	48.0	4800.0	100.0	牛肉	精选肉类	77	供应商2	供应商	2019-12-29 10:13:02
249	277	19	广州仓库01	入库	采购	CGRK00000000404	588	澳洲西冷牛排套餐	5000.0	48.0	240000.0	100.0	牛肉	精选肉类	77	供应商2	供应商	2019-12-29 10:13:02
250	278	16	上海仓库01	入库	其它	QTRK00000000407	590	WECOOK味库 超大阿根廷红虾	1.0	80.0	80.0	1000.0	虾类	海鲜水产	77	供应商2	供应商	2020-01-03 11:32:13
251	279	16	上海仓库01	其它	采购订单	CGDD00000000431	590	WECOOK味库 超大阿根廷红虾	100.0	80.0	8000.0	1000.0	虾类	海鲜水产	77	供应商2	供应商	2020-01-15 11:09:31
251	280	18	北京仓库01	其它	采购订单	CGDD00000000431	589	散养柴鸡500天走地鸡	100.0	30.0	3000.0	1000.0	老母鸡	精选肉类	77	供应商2	供应商	2020-01-15 11:09:31
251	281	19	广州仓库01	其它	采购订单	CGDD00000000431	586	新疆阿克苏苹果	10000.0	8.0	80000.0	100.0	热销水果	新鲜水果	77	供应商2	供应商	2020-01-15 11:09:31
252	282	16	上海仓库01	入库	采购	CGRK00000000432	590	WECOOK味库 超大阿根廷红虾	100.0	80.0	8000.0	1000.0	虾类	海鲜水产	77	供应商2	供应商	2020-01-15 11:09:48
252	283	18	北京仓库01	入库	采购	CGRK00000000432	589	散养柴鸡500天走地鸡	100.0	30.0	3000.0	1000.0	老母鸡	精选肉类	77	供应商2	供应商	2020-01-15 11:09:48
252	284	19	广州仓库01	入库	采购	CGRK00000000432	586	新疆阿克苏苹果	10000.0	8.0	80000.0	100.0	热销水果	新鲜水果	77	供应商2	供应商	2020-01-15 11:09:48
253	285	16	上海仓库01	出库	其它	QTCK00000000435	590	WECOOK味库 超大阿根廷红虾	109.0	140.0	15260.0	1000.0	虾类	海鲜水产	78	客户2	客户	2020-01-15 11:13:13
253	286	17	上海仓库02	出库	其它	QTCK00000000435	588	澳洲西冷牛排套餐	100.0	72.0	7200.0	100.0	牛肉	精选肉类	78	客户2	客户	2020-01-15 11:13:13
253	287	19	广州仓库01	出库	其它	QTCK00000000435	588	澳洲西冷牛排套餐	1000.0	72.0	72000.0	100.0	牛肉	精选肉类	78	客户2	客户	2020-01-15 11:13:13
254	288	16	上海仓库01	出库	其它	QTCK00000000436	588	澳洲西冷牛排套餐	10.0	72.0	720.0	100.0	牛肉	精选肉类	78	客户2	客户	2020-01-15 13:44:50
254	289	18	北京仓库01	出库	其它	QTCK00000000436	587	智利进口冷冻三文鱼	100.0	140.0	14000.0	2000.0	鱼类	海鲜水产	78	客户2	客户	2020-01-15 13:44:50
254	290	19	广州仓库01	出库	其它	QTCK00000000436	586	新疆阿克苏苹果	10000.0	12.0	120000.0	100.0	热销水果	新鲜水果	78	客户2	客户	2020-01-15 13:44:50
255	291	17	上海仓库02	其它	销售订单	XSDD00000000437	588	澳洲西冷牛排套餐	100.0	72.0	7200.0	100.0	牛肉	精选肉类	75	客户1	客户	2020-01-15 13:46:15
255	292	18	北京仓库01	其它	销售订单	XSDD00000000437	589	散养柴鸡500天走地鸡	1000.0	55.0	55000.0	1000.0	老母鸡	精选肉类	75	客户1	客户	2020-01-15 13:46:15
255	293	19	广州仓库01	其它	销售订单	XSDD00000000437	588	澳洲西冷牛排套餐	1000.0	72.0	72000.0	100.0	牛肉	精选肉类	75	客户1	客户	2020-01-15 13:46:15
256	294	17	上海仓库02	出库	销售	XSCK00000000438	588	澳洲西冷牛排套餐	100.0	72.0	7200.0	100.0	牛肉	精选肉类	75	客户1	客户	2020-01-15 13:46:40
256	295	18	北京仓库01	出库	销售	XSCK00000000438	589	散养柴鸡500天走地鸡	1000.0	55.0	55000.0	1000.0	老母鸡	精选肉类	75	客户1	客户	2020-01-15 13:46:40
256	296	19	广州仓库01	出库	销售	XSCK00000000438	588	澳洲西冷牛排套餐	1000.0	72.0	72000.0	100.0	牛肉	精选肉类	75	客户1	客户	2020-01-15 13:46:40
